;;;;;;;;;;;;;;;;;;Nacelle NC10...
;;;;;;;;;;;;;;;;;;- Tableau des résultats -
 n° point;Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);
408;    1,665356;   20,000000;    1,665356;    4,943000;    1,664177;   20,000000;    1,664177;   11,232000;    1,665107;   20,000000;    1,665107;   19,452000;    1,665425;   20,000000;    1,665425;   22,591000;
409;    1,669459;   20,000000;    1,669459;    4,945000;    1,668278;   20,000000;    1,668278;   11,232000;    1,669209;   20,000000;    1,669209;   19,444000;    1,669463;   20,000000;    1,669463;   22,589000;
410;    1,673564;   20,000000;    1,673564;    4,946000;    1,672368;   20,000000;    1,672368;   11,233000;    1,673286;   20,000000;    1,673286;   19,439000;    1,673595;   20,000000;    1,673595;   22,586000;
411;    1,677652;   20,000000;    1,677652;    4,946000;    1,676443;   20,000000;    1,676443;   11,236000;    1,677400;   20,000000;    1,677400;   19,438000;    1,677650;   20,000000;    1,677650;   22,582000;
412;    1,681745;   20,000000;    1,681745;    4,945000;    1,680466;   20,000000;    1,680466;   11,241000;    1,681494;   20,000000;    1,681494;   19,441000;    1,681833;   20,000000;    1,681833;   22,579000;
413;    1,685825;   20,000000;    1,685825;    4,945000;    1,684571;   20,000000;    1,684571;   11,245000;    1,685576;   20,000000;    1,685576;   19,448000;    1,685851;   20,000000;    1,685851;   22,576000;
414;    1,690060;   20,000000;    1,690060;    4,946000;    1,688676;   20,000000;    1,688676;   11,248000;    1,689680;   20,000000;    1,689680;   19,457000;    1,689953;   20,000000;    1,689953;   22,574000;
415;    1,694117;   20,000000;    1,694117;    4,946000;    1,692751;   20,000000;    1,692751;   11,251000;    1,693781;   20,000000;    1,693781;   19,467000;    1,694035;   20,000000;    1,694035;   22,571000;
416;    1,698196;   20,000000;    1,698196;    4,947000;    1,696855;   20,000000;    1,696855;   11,252000;    1,697884;   20,000000;    1,697884;   19,477000;    1,698166;   20,000000;    1,698166;   22,567000;
417;    1,702299;   20,000000;    1,702299;    4,948000;    1,700962;   20,000000;    1,700962;   11,253000;    1,701996;   20,000000;    1,701996;   19,485000;    1,702284;   20,000000;    1,702284;   22,564000;
418;    1,706436;   20,000000;    1,706436;    4,948000;    1,705046;   20,000000;    1,705046;   11,251000;    1,706051;   20,000000;    1,706051;   19,491000;    1,706330;   20,000000;    1,706330;   22,561000;
419;    1,710480;   20,000000;    1,710480;    4,947000;    1,709147;   20,000000;    1,709147;   11,248000;    1,710163;   20,000000;    1,710163;   19,493000;    1,711264;   20,000000;    1,711264;   22,561000;
420;    1,714587;   20,000000;    1,714587;    4,946000;    1,713248;   20,000000;    1,713248;   11,244000;    1,714270;   20,000000;    1,714270;   19,492000;    1,714509;   20,000000;    1,714509;   22,563000;
421;    1,718693;   20,000000;    1,718693;    4,945000;    1,717323;   20,000000;    1,717323;   11,240000;    1,718370;   20,000000;    1,718370;   19,490000;    1,719291;   20,000000;    1,719291;   22,567000;
422;    1,722694;   20,000000;    1,722694;    4,944000;    1,721433;   20,000000;    1,721433;   11,236000;    1,722446;   20,000000;    1,722446;   19,484000;    1,722724;   20,000000;    1,722724;   22,574000;
423;    1,726790;   20,000000;    1,726790;    4,944000;    1,725516;   20,000000;    1,725516;   11,233000;    1,726554;   20,000000;    1,726554;   19,477000;    1,727288;   20,000000;    1,727288;   22,579000;
424;    1,730892;   20,000000;    1,730892;    4,945000;    1,729620;   20,000000;    1,729620;   11,231000;    1,730650;   20,000000;    1,730650;   19,469000;    1,730900;   20,000000;    1,730900;   22,585000;
425;    1,734977;   20,000000;    1,734977;    4,946000;    1,733742;   20,000000;    1,733742;   11,230000;    1,734728;   20,000000;    1,734728;   19,460000;    1,735290;   20,000000;    1,735290;   22,588000;
426;    1,739077;   20,000000;    1,739077;    4,946000;    1,737816;   20,000000;    1,737816;   11,231000;    1,738839;   20,000000;    1,738839;   19,450000;    1,739124;   20,000000;    1,739124;   22,588000;
427;    1,743174;   20,000000;    1,743174;    4,947000;    1,741924;   20,000000;    1,741924;   11,231000;    1,742999;   20,000000;    1,742999;   19,442000;    1,743229;   20,000000;    1,743229;   22,587000;
428;    1,747275;   20,000000;    1,747275;    4,947000;    1,745996;   20,000000;    1,745996;   11,232000;    1,747026;   20,000000;    1,747026;   19,437000;    1,747286;   20,000000;    1,747286;   22,583000;
429;    1,751362;   20,000000;    1,751362;    4,947000;    1,750104;   20,000000;    1,750104;   11,233000;    1,751130;   20,000000;    1,751130;   19,436000;    1,751412;   20,000000;    1,751412;   22,579000;
430;    1,755484;   20,000000;    1,755484;    4,948000;    1,754202;   20,000000;    1,754202;   11,235000;    1,755228;   20,000000;    1,755228;   19,439000;    1,755502;   20,000000;    1,755502;   22,575000;
431;    1,759563;   20,000000;    1,759563;    4,948000;    1,758299;   20,000000;    1,758299;   11,237000;    1,759312;   20,000000;    1,759312;   19,445000;    1,759623;   20,000000;    1,759623;   22,569000;
432;    1,763667;   20,000000;    1,763667;    4,949000;    1,762442;   20,000000;    1,762442;   11,240000;    1,763418;   20,000000;    1,763418;   19,453000;    1,763670;   20,000000;    1,763670;   22,564000;
433;    1,767749;   20,000000;    1,767749;    4,949000;    1,766539;   20,000000;    1,766539;   11,243000;    1,767497;   20,000000;    1,767497;   19,463000;    1,767772;   20,000000;    1,767772;   22,559000;
434;    1,771848;   20,000000;    1,771848;    4,949000;    1,770640;   20,000000;    1,770640;   11,245000;    1,771608;   20,000000;    1,771608;   19,470000;    1,771877;   20,000000;    1,771877;   22,556000;
435;    1,775978;   20,000000;    1,775978;    4,948000;    1,774743;   20,000000;    1,774743;   11,245000;    1,775701;   20,000000;    1,775701;   19,476000;    1,775951;   20,000000;    1,775951;   22,554000;
436;    1,780033;   20,000000;    1,780033;    4,948000;    1,778785;   20,000000;    1,778785;   11,245000;    1,779784;   20,000000;    1,779784;   19,481000;    1,780059;   20,000000;    1,780059;   22,554000;
437;    1,784136;   20,000000;    1,784136;    4,948000;    1,782856;   20,000000;    1,782856;   11,244000;    1,783884;   20,000000;    1,783884;   19,483000;    1,784221;   20,000000;    1,784221;   22,557000;
438;    1,788215;   20,000000;    1,788215;    4,948000;    1,786961;   20,000000;    1,786961;   11,241000;    1,787996;   20,000000;    1,787996;   19,482000;    1,788250;   20,000000;    1,788250;   22,562000;
439;    1,792318;   20,000000;    1,792318;    4,947000;    1,791044;   20,000000;    1,791044;   11,238000;    1,792077;   20,000000;    1,792077;   19,480000;    1,792329;   20,000000;    1,792329;   22,568000;
440;    1,796422;   20,000000;    1,796422;    4,946000;    1,795151;   20,000000;    1,795151;   11,233000;    1,796182;   20,000000;    1,796182;   19,476000;    1,796432;   20,000000;    1,796432;   22,574000;
441;    1,800517;   20,000000;    1,800517;    4,945000;    1,799252;   20,000000;    1,799252;   11,230000;    1,800259;   20,000000;    1,800259;   19,470000;    1,800538;   20,000000;    1,800538;   22,578000;
442;    1,804620;   20,000000;    1,804620;    4,944000;    1,803328;   20,000000;    1,803328;   11,228000;    1,804370;   20,000000;    1,804370;   19,462000;    1,804642;   20,000000;    1,804642;   22,580000;
443;    1,808717;   20,000000;    1,808717;    4,943000;    1,807452;   20,000000;    1,807452;   11,226000;    1,808477;   20,000000;    1,808477;   19,454000;    1,808715;   20,000000;    1,808715;   22,579000;
444;    1,812821;   20,000000;    1,812821;    4,942000;    1,811595;   20,000000;    1,811595;   11,226000;    1,812550;   20,000000;    1,812550;   19,446000;    1,812820;   20,000000;    1,812820;   22,575000;
445;    1,816902;   20,000000;    1,816902;    4,942000;    1,815700;   20,000000;    1,815700;   11,227000;    1,816651;   20,000000;    1,816651;   19,439000;    1,816924;   20,000000;    1,816924;   22,571000;
446;    1,821015;   20,000000;    1,821015;    4,943000;    1,819780;   20,000000;    1,819780;   11,228000;    1,820754;   20,000000;    1,820754;   19,433000;    1,821029;   20,000000;    1,821029;   22,568000;
447;    1,825094;   20,000000;    1,825094;    4,944000;    1,823887;   20,000000;    1,823887;   11,230000;    1,824837;   20,000000;    1,824837;   19,432000;    1,825134;   20,000000;    1,825134;   22,565000;
448;    1,829196;   20,000000;    1,829196;    4,944000;    1,827943;   20,000000;    1,827943;   11,232000;    1,828994;   20,000000;    1,828994;   19,434000;    1,829217;   20,000000;    1,829217;   22,564000;
449;    1,833303;   20,000000;    1,833303;    4,945000;    1,831997;   20,000000;    1,831997;   11,234000;    1,833043;   20,000000;    1,833043;   19,440000;    1,833331;   20,000000;    1,833331;   22,564000;
450;    1,837388;   20,000000;    1,837388;    4,945000;    1,836108;   20,000000;    1,836108;   11,237000;    1,837138;   20,000000;    1,837138;   19,446000;    1,837405;   20,000000;    1,837405;   22,564000;
451;    1,841462;   20,000000;    1,841462;    4,945000;    1,838136;   20,000000;    1,838136;   11,239000;    1,841244;   20,000000;    1,841244;   19,452000;    1,841508;   20,000000;    1,841508;   22,563000;
452;    1,845630;   20,000000;    1,845630;    4,944000;    1,844290;   20,000000;    1,844290;   11,240000;    1,845321;   20,000000;    1,845321;   19,459000;    1,845616;   20,000000;    1,845616;   22,562000;
453;    1,849738;   20,000000;    1,849738;    4,943000;    1,846297;   20,000000;    1,846297;   11,239000;    1,849429;   20,000000;    1,849429;   19,463000;    1,849716;   20,000000;    1,849716;   22,559000;
454;    1,853768;   20,000000;    1,853768;    4,944000;    1,849272;   20,000000;    1,849272;   11,237000;    1,853528;   20,000000;    1,853528;   19,468000;    1,853819;   20,000000;    1,853819;   22,556000;
455;    1,857866;   20,000000;    1,857866;    4,944000;    1,852464;   20,000000;    1,852464;   11,235000;    1,857649;   20,000000;    1,857649;   19,470000;    1,857919;   20,000000;    1,857919;   22,553000;
456;    1,861978;   20,000000;    1,861978;    4,944000;    1,856563;   20,000000;    1,856563;   11,232000;    1,861711;   20,000000;    1,861711;   19,471000;    1,862007;   20,000000;    1,862007;   22,552000;
457;    1,866061;   20,000000;    1,866061;    4,945000;    1,860648;   20,000000;    1,860648;   11,229000;    1,865815;   20,000000;    1,865815;   19,470000;    1,866109;   20,000000;    1,866109;   22,552000;
458;    1,870138;   20,000000;    1,870138;    4,944000;    1,864748;   20,000000;    1,864748;   11,228000;    1,869917;   20,000000;    1,869917;   19,467000;    1,870217;   20,000000;    1,870217;   22,555000;
459;    1,874244;   20,000000;    1,874244;    4,943000;    1,868831;   20,000000;    1,868831;   11,225000;    1,874004;   20,000000;    1,874004;   19,460000;    1,874299;   20,000000;    1,874299;   22,559000;
460;    1,878336;   20,000000;    1,878336;    4,942000;    1,872935;   20,000000;    1,872935;   11,223000;    1,878088;   20,000000;    1,878088;   19,453000;    1,878407;   20,000000;    1,878407;   22,564000;
461;    1,882427;   20,000000;    1,882427;    4,940000;    1,877034;   20,000000;    1,877034;   11,222000;    1,882260;   20,000000;    1,882260;   19,445000;    1,882482;   20,000000;    1,882482;   22,568000;
462;    1,886531;   20,000000;    1,886531;    4,938000;    1,881137;   20,000000;    1,881137;   11,222000;    1,886298;   20,000000;    1,886298;   19,437000;    1,886589;   20,000000;    1,886589;   22,571000;
463;    1,890630;   20,000000;    1,890630;    4,938000;    1,885214;   20,000000;    1,885214;   11,222000;    1,890392;   20,000000;    1,890392;   19,432000;    1,890663;   20,000000;    1,890663;   22,573000;
464;    1,894752;   20,000000;    1,894752;    4,939000;    1,889345;   20,000000;    1,889345;   11,224000;    1,894472;   20,000000;    1,894472;   19,429000;    1,894789;   20,000000;    1,894789;   22,572000;
465;    1,898847;   20,000000;    1,898847;    4,941000;    1,893448;   20,000000;    1,893448;   11,225000;    1,898574;   20,000000;    1,898574;   19,429000;    1,898887;   20,000000;    1,898887;   22,568000;
466;    1,902984;   20,000000;    1,902984;    4,942000;    1,897524;   20,000000;    1,897524;   11,228000;    1,902656;   20,000000;    1,902656;   19,431000;    1,902996;   20,000000;    1,902996;   22,562000;
467;    1,907013;   20,000000;    1,907013;    4,943000;    1,901609;   20,000000;    1,901609;   11,229000;    1,906765;   20,000000;    1,906765;   19,435000;    1,907065;   20,000000;    1,907065;   22,555000;
468;    1,911120;   20,000000;    1,911120;    4,945000;    1,905705;   20,000000;    1,905705;   11,231000;    1,910860;   20,000000;    1,910860;   19,440000;    1,911230;   20,000000;    1,911230;   22,548000;
469;    1,915222;   20,000000;    1,915222;    4,945000;    1,909809;   20,000000;    1,909809;   11,232000;    1,914999;   20,000000;    1,914999;   19,446000;    1,915257;   20,000000;    1,915257;   22,543000;
470;    1,919326;   20,000000;    1,919326;    4,944000;    1,913891;   20,000000;    1,913891;   11,232000;    1,919051;   20,000000;    1,919051;   19,451000;    1,919365;   20,000000;    1,919365;   22,541000;
471;    1,923430;   20,000000;    1,923430;    4,943000;    1,917990;   20,000000;    1,917990;   11,232000;    1,923128;   20,000000;    1,923128;   19,455000;    1,923422;   20,000000;    1,923422;   22,542000;
472;    1,927511;   20,000000;    1,927511;    4,943000;    1,922195;   20,000000;    1,922195;   11,230000;    1,927240;   20,000000;    1,927240;   19,459000;    1,927523;   20,000000;    1,927523;   22,544000;
473;    1,931611;   20,000000;    1,931611;    4,944000;    1,926240;   20,000000;    1,926240;   11,229000;    1,931337;   20,000000;    1,931337;   19,460000;    1,931645;   20,000000;    1,931645;   22,549000;
474;    1,935717;   20,000000;    1,935717;    4,945000;    1,930339;   20,000000;    1,930339;   11,228000;    1,935439;   20,000000;    1,935439;   19,460000;    1,935749;   20,000000;    1,935749;   22,555000;
475;    1,939884;   20,000000;    1,939884;    4,945000;    1,934441;   20,000000;    1,934441;   11,227000;    1,939521;   20,000000;    1,939521;   19,457000;    1,939848;   20,000000;    1,939848;   22,560000;
476;    1,943961;   20,000000;    1,943961;    4,943000;    1,938465;   20,000000;    1,938465;   11,226000;    1,943628;   20,000000;    1,943628;   19,453000;    1,943929;   20,000000;    1,943929;   22,563000;
477;    1,948013;   20,000000;    1,948013;    4,941000;    1,942569;   20,000000;    1,942569;   11,225000;    1,947725;   20,000000;    1,947725;   19,448000;    1,948008;   20,000000;    1,948008;   22,564000;
478;    1,952086;   20,000000;    1,952086;    4,939000;    1,946673;   20,000000;    1,946673;   11,224000;    1,951803;   20,000000;    1,951803;   19,443000;    1,952126;   20,000000;    1,952126;   22,563000;
479;    1,956214;   20,000000;    1,956214;    4,938000;    1,950775;   20,000000;    1,950775;   11,222000;    1,955930;   20,000000;    1,955930;   19,439000;    1,956321;   20,000000;    1,956321;   22,560000;
480;    1,960295;   20,000000;    1,960295;    4,938000;    1,954876;   20,000000;    1,954876;   11,222000;    1,960000;   20,000000;    1,960000;   19,435000;    1,960381;   20,000000;    1,960381;   22,558000;
481;    1,964377;   20,000000;    1,964377;    4,938000;    1,958938;   20,000000;    1,958938;   11,223000;    1,964101;   20,000000;    1,964101;   19,431000;    1,964415;   20,000000;    1,964415;   22,556000;
482;    1,968478;   20,000000;    1,968478;    4,939000;    1,963052;   20,000000;    1,963052;   11,224000;    1,968205;   20,000000;    1,968205;   19,428000;    1,968482;   20,000000;    1,968482;   22,555000;
483;    1,972569;   20,000000;    1,972569;    4,939000;    1,967223;   20,000000;    1,967223;   11,225000;    1,972285;   20,000000;    1,972285;   19,426000;    1,972618;   20,000000;    1,972618;   22,554000;
484;    1,976658;   20,000000;    1,976658;    4,939000;    1,971324;   20,000000;    1,971324;   11,227000;    1,976390;   20,000000;    1,976390;   19,426000;    1,976694;   20,000000;    1,976694;   22,553000;
485;    1,980763;   20,000000;    1,980763;    4,938000;    1,975404;   20,000000;    1,975404;   11,228000;    1,980490;   20,000000;    1,980490;   19,426000;    1,980795;   20,000000;    1,980795;   22,553000;
486;    1,984863;   20,000000;    1,984863;    4,939000;    1,979513;   20,000000;    1,979513;   11,228000;    1,984569;   20,000000;    1,984569;   19,429000;    1,984874;   20,000000;    1,984874;   22,553000;
487;    1,988990;   20,000000;    1,988990;    4,939000;    1,983589;   20,000000;    1,983589;   11,228000;    1,988715;   20,000000;    1,988715;   19,433000;    1,988997;   20,000000;    1,988997;   22,551000;
488;    1,993067;   20,000000;    1,993067;    4,940000;    1,987622;   20,000000;    1,987622;   11,227000;    1,992756;   20,000000;    1,992756;   19,438000;    1,993088;   20,000000;    1,993088;   22,549000;
489;;;;;    1,991724;   20,000000;    1,991724;   11,226000;;;;;;;;;
490;;;;;    1,995800;   20,000000;    1,995800;   11,225000;;;;;;;;;
