;;;;;;Nacelle NC10...
;;;;;;- Tableau des résultats -
 n° point;Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);
1345;    5,489461;   -4,997000;    5,489461;   -5,341000;
1346;    5,493542;   -4,999000;    5,493542;   -5,329000;
1347;    5,497643;   -5,000000;    5,497643;   -5,329000;
1348;    5,501750;   -5,000000;    5,501750;   -5,337000;
1349;    5,505850;   -4,999000;    5,505850;   -5,354000;
1350;    5,509940;   -4,998000;    5,509940;   -5,371000;
1351;    5,514034;   -4,995000;    5,514034;   -5,387000;
1352;    5,518122;   -4,992000;    5,518122;   -5,396000;
1353;    5,522230;   -4,988000;    5,522230;   -5,402000;
1354;    5,526310;   -4,983000;    5,526310;   -5,402000;
1355;    5,530412;   -4,977000;    5,530412;   -5,400000;
1356;    5,534516;   -4,971000;    5,534516;   -5,394000;
1357;    5,538592;   -4,963000;    5,538592;   -5,387000;
1358;    5,542700;   -4,955000;    5,542700;   -5,376000;
1359;    5,546803;   -4,946000;    5,546803;   -5,367000;
1360;    5,550879;   -4,936000;    5,550879;   -5,357000;
1361;    5,554988;   -4,926000;    5,554988;   -5,351000;
1362;    5,559121;   -4,914000;    5,559121;   -5,351000;
1363;    5,563175;   -4,902000;    5,563175;   -5,356000;
1364;    5,567281;   -4,889000;    5,567281;   -5,366000;
1365;    5,571389;   -4,875000;    5,571389;   -5,378000;
1366;    5,575462;   -4,860000;    5,575462;   -5,389000;
1367;    5,579568;   -4,845000;    5,579568;   -5,393000;
1368;    5,583671;   -4,828000;    5,583671;   -5,393000;
1369;    5,587757;   -4,811000;    5,587757;   -5,387000;
1370;    5,591850;   -4,793000;    5,591850;   -5,381000;
1371;    5,595931;   -4,775000;    5,595931;   -5,373000;
1372;    5,600038;   -4,755000;    5,600038;   -5,355000;
1373;    5,604152;   -4,735000;    5,604152;   -5,324000;
1374;    5,608227;   -4,714000;    5,608227;   -5,287000;
1375;    5,612333;   -4,692000;    5,612333;   -5,250000;
1376;    5,616411;   -4,669000;    5,616411;   -5,214000;
1377;    5,620512;   -4,646000;    5,620512;   -5,189000;
1378;    5,624617;   -4,622000;    5,624617;   -5,173000;
1379;    5,628695;   -4,597000;    5,628695;   -5,170000;
1380;    5,632812;   -4,571000;    5,632812;   -5,176000;
1381;    5,636904;   -4,545000;    5,636904;   -5,186000;
1382;    5,641008;   -4,517000;    5,641008;   -5,192000;
1383;    5,645121;   -4,489000;    5,645121;   -5,195000;
1384;    5,649215;   -4,461000;    5,649215;   -5,195000;
1385;    5,653280;   -4,431000;    5,653280;   -5,192000;
1386;    5,657383;   -4,401000;    5,657383;   -5,186000;
1387;    5,661488;   -4,370000;    5,661488;   -5,177000;
1388;    5,665581;   -4,339000;    5,665581;   -5,154000;
1389;    5,669674;   -4,306000;    5,669674;   -5,114000;
1390;    5,673751;   -4,273000;    5,673751;   -5,064000;
1391;    5,677854;   -4,240000;    5,677854;   -5,014000;
1392;    5,681955;   -4,205000;    5,681955;   -4,966000;
1393;    5,686120;   -4,169000;    5,686120;   -4,930000;
1394;    5,690148;   -4,134000;    5,690148;   -4,897000;
1395;    5,694253;   -4,097000;    5,694253;   -4,868000;
1396;    5,698333;   -4,060000;    5,698333;   -4,842000;
1397;    5,702435;   -4,022000;    5,702435;   -4,828000;
1398;    5,706541;   -3,984000;    5,706541;   -4,821000;
1399;    5,710622;   -3,945000;    5,710622;   -4,827000;
1400;    5,714721;   -3,905000;    5,714721;   -4,826000;
1401;    5,718824;   -3,864000;    5,718824;   -4,815000;
1402;    5,722928;   -3,823000;    5,722928;   -4,790000;
1403;    5,727011;   -3,781000;    5,727011;   -4,762000;
1404;    5,731117;   -3,739000;    5,731117;   -4,728000;
1405;    5,735202;   -3,696000;    5,735202;   -4,685000;
1406;    5,739304;   -3,652000;    5,739304;   -4,636000;
1407;    5,743412;   -3,608000;    5,743412;   -4,585000;
1408;    5,747494;   -3,563000;    5,747494;   -4,542000;
1409;    5,751591;   -3,518000;    5,751591;   -4,490000;
1410;    5,755693;   -3,472000;    5,755693;   -4,435000;
1411;    5,759781;   -3,425000;    5,759781;   -4,374000;
1412;    5,763875;   -3,378000;    5,763875;   -4,324000;
1413;    5,767960;   -3,331000;    5,767960;   -4,278000;
1414;    5,772119;   -3,282000;    5,772119;   -4,237000;
1415;    5,776150;   -3,233000;    5,776150;   -4,194000;
1416;    5,780250;   -3,184000;    5,780250;   -4,159000;
1417;    5,784357;   -3,134000;    5,784357;   -4,132000;
1418;    5,788462;   -3,084000;    5,788462;   -4,100000;
1419;    5,792544;   -3,033000;    5,792544;   -4,063000;
1420;    5,796644;   -2,981000;    5,796644;   -4,021000;
1421;    5,800752;   -2,929000;    5,800752;   -3,985000;
1422;    5,804824;   -2,877000;    5,804824;   -3,934000;
1423;    5,808929;   -2,824000;    5,808929;   -3,878000;
1424;    5,813036;   -2,771000;    5,813036;   -3,810000;
1425;    5,817150;   -2,717000;    5,817150;   -3,735000;
1426;    5,821229;   -2,663000;    5,821229;   -3,645000;
1427;    5,825329;   -2,608000;    5,825329;   -3,554000;
1428;    5,829435;   -2,553000;    5,829435;   -3,467000;
1429;    5,833512;   -2,498000;    5,833512;   -3,394000;
1430;    5,837619;   -2,441000;    5,837619;   -3,330000;
1431;    5,841718;   -2,385000;    5,841718;   -3,276000;
1432;    5,845823;   -2,328000;    5,845823;   -3,223000;
1433;    5,849903;   -2,271000;    5,849903;   -3,169000;
1434;    5,854006;   -2,214000;    5,854006;   -3,120000;
1435;    5,858116;   -2,156000;    5,858116;   -3,083000;
1436;    5,862198;   -2,098000;    5,862198;   -3,051000;
1437;    5,866304;   -2,039000;    5,866304;   -3,022000;
1438;    5,870408;   -1,980000;    5,870408;   -2,997000;
1439;    5,874514;   -1,920000;    5,874514;   -2,978000;
1440;    5,878588;   -1,861000;    5,878588;   -2,947000;
1441;    5,882700;   -1,801000;    5,882700;   -2,902000;
1442;    5,886769;   -1,741000;    5,886769;   -2,833000;
1443;    5,890877;   -1,681000;    5,890877;   -2,757000;
1444;    5,894984;   -1,620000;    5,894984;   -2,677000;
1445;    5,899117;   -1,558000;    5,899117;   -2,608000;
1446;    5,903172;   -1,498000;    5,903172;   -2,552000;
1447;    5,907256;   -1,436000;    5,907256;   -2,507000;
1448;    5,911355;   -1,375000;    5,911355;   -2,470000;
1449;    5,915494;   -1,312000;    5,915494;   -2,441000;
1450;    5,919540;   -1,250000;    5,919540;   -2,408000;
1451;    5,923647;   -1,188000;    5,923647;   -2,366000;
1452;    5,927749;   -1,125000;    5,927749;   -2,323000;
1453;    5,931827;   -1,063000;    5,931827;   -2,276000;
1454;    5,935927;   -1,000000;    5,935927;   -2,227000;
1455;    5,940014;   -0,937000;    5,940014;   -2,169000;
1456;    5,944148;   -0,873000;    5,944148;   -2,107000;
1457;    5,948230;   -0,810000;    5,948230;   -2,040000;
1458;    5,952300;   -0,746000;    5,952300;   -1,963000;
1459;    5,956406;   -0,683000;    5,956406;   -1,874000;
1460;    5,960515;   -0,619000;    5,960515;   -1,785000;
1461;    5,964613;   -0,555000;    5,964613;   -1,711000;
1462;    5,968692;   -0,491000;    5,968692;   -1,646000;
1463;    5,972799;   -0,427000;    5,972799;   -1,596000;
1464;    5,976902;   -0,363000;    5,976902;   -1,557000;
1465;    5,980976;   -0,299000;    5,980976;   -1,522000;
1466;    5,985116;   -0,234000;    5,985116;   -1,482000;
1467;    5,989172;   -0,170000;    5,989172;   -1,443000;
1468;    5,993276;   -0,106000;    5,993276;   -1,402000;
1469;    5,997379;   -0,041000;    5,997379;   -1,361000;
1470;    6,001458;    0,023000;    6,001458;   -1,323000;
1471;    6,005565;    0,087000;    6,005565;   -1,281000;
1472;    6,009669;    0,152000;    6,009669;   -1,230000;
1473;    6,013747;    0,216000;    6,013747;   -1,169000;
1474;    6,017847;    0,280000;    6,017847;   -1,110000;
1475;    6,021951;    0,345000;    6,021951;   -1,051000;
1476;    6,026057;    0,409000;    6,026057;   -0,987000;
1477;    6,030144;    0,473000;    6,030144;   -0,919000;
1478;    6,034255;    0,537000;    6,034255;   -0,853000;
1479;    6,038342;    0,601000;    6,038342;   -0,797000;
1480;    6,042437;    0,665000;    6,042437;   -0,741000;
1481;    6,046517;    0,728000;    6,046517;   -0,682000;
1482;    6,050618;    0,792000;    6,050618;   -0,620000;
1483;    6,054739;    0,856000;    6,054739;   -0,554000;
1484;    6,058794;    0,918000;    6,058794;   -0,481000;
1485;    6,062897;    0,982000;    6,062897;   -0,408000;
1486;    6,067006;    1,045000;    6,067006;   -0,326000;
1487;    6,071116;    1,108000;    6,071116;   -0,238000;
1488;    6,075169;    1,170000;    6,075169;   -0,137000;
1489;    6,079303;    1,233000;    6,079303;   -0,031000;
1490;    6,083378;    1,295000;    6,083378;    0,080000;
1491;    6,087483;    1,357000;    6,087483;    0,185000;
1492;    6,091558;    1,418000;    6,091558;    0,296000;
1493;    6,095663;    1,480000;    6,095663;    0,408000;
1494;    6,099750;    1,541000;    6,099750;    0,517000;
1495;    6,103873;    1,603000;    6,103873;    0,617000;
1496;    6,107951;    1,663000;    6,107951;    0,708000;
1497;    6,112113;    1,725000;    6,112113;    0,785000;
1498;    6,116144;    1,784000;    6,116144;    0,836000;
1499;    6,120248;    1,844000;    6,120248;    0,883000;
1500;    6,124322;    1,904000;    6,124322;    0,921000;
1501;    6,128429;    1,963000;    6,128429;    0,959000;
1502;    6,132542;    2,022000;    6,132542;    0,992000;
1503;    6,136611;    2,081000;    6,136611;    1,029000;
1504;    6,140718;    2,139000;    6,140718;    1,060000;
1505;    6,144818;    2,197000;    6,144818;    1,099000;
1506;    6,148973;    2,256000;    6,148973;    1,146000;
1507;    6,153000;    2,312000;    6,153000;    1,201000;
1508;    6,157128;    2,369000;    6,157128;    1,262000;
1509;    6,161194;    2,425000;    6,161194;    1,330000;
1510;    6,165303;    2,481000;    6,165303;    1,400000;
1511;    6,169403;    2,537000;    6,169403;    1,460000;
1512;    6,173483;    2,592000;    6,173483;    1,517000;
1513;    6,177584;    2,647000;    6,177584;    1,563000;
1514;    6,181688;    2,701000;    6,181688;    1,600000;
1515;    6,185771;    2,755000;    6,185771;    1,617000;
1516;    6,189869;    2,809000;    6,189869;    1,624000;
1517;    6,193952;    2,862000;    6,193952;    1,614000;
1518;    6,198116;    2,915000;    6,198116;    1,602000;
1519;    6,202141;    2,966000;    6,202141;    1,588000;
1520;    6,206247;    3,018000;    6,206247;    1,578000;
1521;    6,210353;    3,069000;    6,210353;    1,570000;
1522;    6,214453;    3,120000;    6,214453;    1,572000;
1523;    6,218531;    3,169000;    6,218531;    1,585000;
1524;    6,222638;    3,219000;    6,222638;    1,605000;
1525;    6,226740;    3,268000;    6,226740;    1,631000;
1526;    6,230816;    3,316000;    6,230816;    1,664000;
1527;    6,234921;    3,364000;    6,234921;    1,707000;
1528;    6,239029;    3,412000;    6,239029;    1,752000;
1529;    6,243112;    3,458000;    6,243112;    1,795000;
1530;    6,247218;    3,505000;    6,247218;    1,837000;
1531;    6,251327;    3,550000;    6,251327;    1,877000;
1532;    6,255419;    3,595000;    6,255419;    1,909000;
1533;    6,259518;    3,640000;    6,259518;    1,930000;
1534;    6,263586;    3,683000;    6,263586;    1,950000;
1535;    6,267690;    3,726000;    6,267690;    1,971000;
1536;    6,271789;    3,769000;    6,271789;    1,994000;
1537;    6,275901;    3,811000;    6,275901;    2,012000;
1538;    6,279972;    3,852000;    6,279972;    2,044000;
1539;    6,284111;    3,893000;    6,284111;    2,085000;
1540;    6,288172;    3,933000;    6,288172;    2,134000;
1541;    6,292270;    3,973000;    6,292270;    2,177000;
1542;    6,296379;    4,011000;    6,296379;    2,217000;
1543;    6,300454;    4,049000;    6,300454;    2,253000;
1544;    6,304534;    4,087000;    6,304534;    2,288000;
1545;    6,308661;    4,124000;    6,308661;    2,319000;
1546;    6,312738;    4,159000;    6,312738;    2,341000;
1547;    6,316842;    4,195000;    6,316842;    2,368000;
1548;    6,320926;    4,229000;    6,320926;    2,398000;
1549;    6,325035;    4,263000;    6,325035;    2,432000;
1550;    6,329110;    4,297000;    6,329110;    2,455000;
1551;    6,333193;    4,329000;    6,333193;    2,474000;
1552;    6,337295;    4,361000;    6,337295;    2,482000;
1553;    6,341399;    4,392000;    6,341399;    2,494000;
1554;    6,345483;    4,422000;    6,345483;    2,507000;
1555;    6,349583;    4,452000;    6,349583;    2,523000;
1556;    6,353661;    4,481000;    6,353661;    2,537000;
1557;    6,357780;    4,509000;    6,357780;    2,545000;
1558;    6,361867;    4,537000;    6,361867;    2,549000;
1559;    6,365977;    4,563000;    6,365977;    2,561000;
1560;    6,370107;    4,589000;    6,370107;    2,588000;
1561;    6,374138;    4,614000;    6,374138;    2,628000;
1562;    6,378242;    4,639000;    6,378242;    2,676000;
1563;    6,382351;    4,662000;    6,382351;    2,724000;
1564;    6,384352;    4,674000;    6,384352;    2,769000;
1565;    6,387347;    4,690000;    6,387347;    2,801000;
1566;    6,390528;    4,707000;    6,390528;    2,829000;
1567;    6,394633;    4,729000;    6,394633;    2,846000;
1568;    6,398712;    4,749000;    6,398712;    2,860000;
1569;    6,402816;    4,769000;    6,402816;    2,861000;
1570;    6,406896;    4,788000;    6,406896;    2,858000;
1571;    6,411000;    4,806000;    6,411000;    2,847000;
1572;    6,415110;    4,823000;    6,415110;    2,836000;
1573;    6,419198;    4,840000;    6,419198;    2,824000;
1574;    6,423296;    4,856000;    6,423296;    2,813000;
1575;    6,427373;    4,870000;    6,427373;    2,821000;
1576;    6,431477;    4,885000;    6,431477;    2,847000;
1577;    6,435580;    4,898000;    6,435580;    2,892000;
1578;    6,439683;    4,911000;    6,439683;    2,941000;
1579;    6,443765;    4,922000;    6,443765;    2,995000;
1580;    6,447871;    4,933000;    6,447871;    3,044000;
1581;    6,451954;    4,943000;    6,451954;    3,089000;
1582;    6,456125;    4,953000;    6,456125;    3,122000;
1583;    6,460165;    4,961000;    6,460165;    3,142000;
1584;    6,464242;    4,968000;    6,464242;    3,146000;
1585;    6,468349;    4,975000;    6,468349;    3,135000;
1586;    6,472449;    4,981000;    6,472449;    3,114000;
1587;    6,476529;    4,986000;    6,476529;    3,083000;
1588;    6,480635;    4,991000;    6,480635;    3,053000;
1589;    6,484740;    4,994000;    6,484740;    3,026000;
1590;    6,488814;    4,997000;    6,488814;    3,010000;
1591;    6,492921;    4,999000;    6,492921;    3,002000;
1592;    6,496995;    5,000000;    6,496995;    3,010000;
1593;    6,501109;    5,000000;    6,501109;    3,025000;
1594;    6,505214;    4,999000;    6,505214;    3,046000;
1595;    6,509297;    4,998000;    6,509297;    3,067000;
1596;    6,513399;    4,996000;    6,513399;    3,085000;
1597;    6,517477;    4,992000;    6,517477;    3,098000;
1598;    6,521583;    4,989000;    6,521583;    3,107000;
1599;    6,525683;    4,984000;    6,525683;    3,109000;
1600;    6,529793;    4,978000;    6,529793;    3,104000;
1601;    6,533869;    4,972000;    6,533869;    3,094000;
1602;    6,537971;    4,964000;    6,537971;    3,078000;
1603;    6,542106;    4,956000;    6,542106;    3,061000;
1604;    6,546164;    4,948000;    6,546164;    3,043000;
1605;    6,550241;    4,938000;    6,550241;    3,032000;
1606;    6,554364;    4,927000;    6,554364;    3,027000;
1607;    6,558447;    4,916000;    6,558447;    3,031000;
1608;    6,562554;    4,904000;    6,562554;    3,041000;
1609;    6,566634;    4,891000;    6,566634;    3,056000;
1610;    6,570741;    4,877000;    6,570741;    3,071000;
1611;    6,574815;    4,863000;    6,574815;    3,083000;
1612;    6,578921;    4,847000;    6,578921;    3,089000;
1613;    6,583021;    4,831000;    6,583021;    3,089000;
1614;    6,587106;    4,814000;    6,587106;    3,085000;
1615;    6,591213;    4,796000;    6,591213;    3,078000;
1616;    6,595318;    4,777000;    6,595318;    3,071000;
1617;    6,599399;    4,758000;    6,599399;    3,049000;
1618;    6,603503;    4,738000;    6,603503;    3,014000;
1619;    6,607608;    4,717000;    6,607608;    2,967000;
1620;    6,611690;    4,695000;    6,611690;    2,924000;
1621;    6,615789;    4,673000;    6,615789;    2,883000;
1622;    6,619889;    4,650000;    6,619889;    2,857000;
1623;    6,623993;    4,625000;    6,623993;    2,843000;
1624;    6,628106;    4,601000;    6,628106;    2,845000;
1625;    6,632202;    4,575000;    6,632202;    2,860000;
1626;    6,636265;    4,549000;    6,636265;    2,877000;
