;;;;;;Nacelle NC10...
;;;;;;- Tableau des résultats -
 n° point;Temps (s);Consigne tangage (degrés);Temps (s);Angle axe tangage (degrés);
2982;   12,173798;    2,596000;   12,173798;    1,528000;
2983;   12,177875;    2,651000;   12,177875;    1,585000;
2984;   12,182039;    2,706000;   12,182039;    1,628000;
2985;   12,186083;    2,759000;   12,186083;    1,659000;
2986;   12,190177;    2,813000;   12,190177;    1,675000;
2987;   12,194250;    2,865000;   12,194250;    1,673000;
2988;   12,198355;    2,918000;   12,198355;    1,663000;
2989;   12,202460;    2,970000;   12,202460;    1,649000;
2990;   12,206562;    3,022000;   12,206562;    1,635000;
2991;   12,210643;    3,073000;   12,210643;    1,621000;
2992;   12,214744;    3,123000;   12,214744;    1,618000;
2993;   12,218832;    3,173000;   12,218832;    1,625000;
2994;   12,222924;    3,222000;   12,222924;    1,641000;
2995;   12,227037;    3,272000;   12,227037;    1,661000;
2996;   12,231138;    3,320000;   12,231138;    1,692000;
2997;   12,235224;    3,368000;   12,235224;    1,728000;
2998;   12,239301;    3,415000;   12,239301;    1,770000;
2999;   12,243416;    3,462000;   12,243416;    1,807000;
3000;   12,247512;    3,508000;   12,247512;    1,849000;
3001;   12,251593;    3,553000;   12,251593;    1,891000;
3002;   12,255712;    3,598000;   12,255712;    1,929000;
3003;   12,259774;    3,642000;   12,259774;    1,957000;
3004;   12,263878;    3,686000;   12,263878;    1,984000;
3005;   12,267951;    3,729000;   12,267951;    2,012000;
3006;   12,272067;    3,772000;   12,272067;    2,039000;
3007;   12,276143;    3,814000;   12,276143;    2,061000;
3008;   12,280256;    3,855000;   12,280256;    2,091000;
3009;   12,284327;    3,896000;   12,284327;    2,130000;
3010;   12,288430;    3,936000;   12,288430;    2,174000;
3011;   12,292507;    3,975000;   12,292507;    2,213000;
3012;   12,296612;    4,014000;   12,296612;    2,246000;
3013;   12,300721;    4,052000;   12,300721;    2,276000;
3014;   12,304822;    4,089000;   12,304822;    2,303000;
3015;   12,308898;    4,126000;   12,308898;    2,329000;
3016;   12,310906;    4,143000;   12,310906;    2,346000;
3017;   12,313900;    4,170000;   12,313900;    2,371000;
3018;   12,317094;    4,197000;   12,317094;    2,402000;
3019;   12,321169;    4,231000;   12,321169;    2,439000;
3020;   12,325275;    4,265000;   12,325275;    2,469000;
3021;   12,329378;    4,299000;   12,329378;    2,494000;
3022;   12,333483;    4,331000;   12,333483;    2,511000;
3023;   12,337563;    4,363000;   12,337563;    2,527000;
3024;   12,341670;    4,394000;   12,341670;    2,546000;
3025;   12,345746;    4,424000;   12,345746;    2,564000;
3026;   12,349847;    4,454000;   12,349847;    2,580000;
3027;   12,353949;    4,483000;   12,353949;    2,589000;
3028;   12,358082;    4,511000;   12,358082;    2,590000;
3029;   12,362143;    4,538000;   12,362143;    2,597000;
3030;   12,366249;    4,565000;   12,366249;    2,618000;
3031;   12,370324;    4,591000;   12,370324;    2,650000;
3032;   12,374433;    4,616000;   12,374433;    2,690000;
3033;   12,378533;    4,640000;   12,378533;    2,732000;
3034;   12,382617;    4,664000;   12,382617;    2,771000;
3035;   12,386723;    4,687000;   12,386723;    2,800000;
3036;   12,390820;    4,709000;   12,390820;    2,828000;
3037;   12,394896;    4,730000;   12,394896;    2,849000;
3038;   12,399037;    4,751000;   12,399037;    2,868000;
3039;   12,403102;    4,770000;   12,403102;    2,878000;
3040;   12,407197;    4,789000;   12,407197;    2,883000;
3041;   12,411298;    4,807000;   12,411298;    2,879000;
3042;   12,415405;    4,824000;   12,415405;    2,872000;
3043;   12,419485;    4,841000;   12,419485;    2,864000;
3044;   12,423588;    4,857000;   12,423588;    2,853000;
3045;   12,427688;    4,872000;   12,427688;    2,859000;
3046;   12,431782;    4,886000;   12,431782;    2,881000;
3047;   12,435857;    4,899000;   12,435857;    2,920000;
3048;   12,439951;    4,911000;   12,439951;    2,963000;
3049;   12,444063;    4,923000;   12,444063;    3,011000;
3050;   12,448168;    4,934000;   12,448168;    3,055000;
3051;   12,452248;    4,944000;   12,452248;    3,096000;
3052;   12,456368;    4,953000;   12,456368;    3,127000;
3053;   12,460427;    4,961000;   12,460427;    3,148000;
3054;   12,464537;    4,969000;   12,464537;    3,156000;
3055;   12,468641;    4,976000;   12,468641;    3,150000;
3056;   12,472718;    4,982000;   12,472718;    3,134000;
3057;   12,476822;    4,987000;   12,476822;    3,107000;
3058;   12,480923;    4,991000;   12,480923;    3,080000;
3059;   12,485035;    4,994000;   12,485035;    3,055000;
3060;   12,489115;    4,997000;   12,489115;    3,040000;
3061;   12,493218;    4,999000;   12,493218;    3,033000;
3062;   12,497301;    5,000000;   12,497301;    3,039000;
3063;   12,501407;    5,000000;   12,501407;    3,050000;
3064;   12,505506;    4,999000;   12,505506;    3,067000;
3065;   12,509587;    4,998000;   12,509587;    3,082000;
3066;   12,513699;    4,995000;   12,513699;    3,096000;
3067;   12,517795;    4,992000;   12,517795;    3,105000;
3068;   12,521870;    4,988000;   12,521870;    3,111000;
3069;   12,526033;    4,983000;   12,526033;    3,112000;
3070;   12,530080;    4,978000;   12,530080;    3,108000;
3071;   12,534169;    4,971000;   12,534169;    3,103000;
3072;   12,538270;    4,964000;   12,538270;    3,092000;
3073;   12,542348;    4,956000;   12,542348;    3,080000;
3074;   12,546452;    4,947000;   12,546452;    3,068000;
3075;   12,550562;    4,937000;   12,550562;    3,061000;
3076;   12,554656;    4,926000;   12,554656;    3,059000;
3077;   12,558763;    4,915000;   12,558763;    3,064000;
3078;   12,562851;    4,903000;   12,562851;    3,072000;
3079;   12,566928;    4,890000;   12,566928;    3,082000;
3080;   12,571033;    4,876000;   12,571033;    3,092000;
3081;   12,575124;    4,861000;   12,575124;    3,098000;
3082;   12,579218;    4,846000;   12,579218;    3,099000;
3083;   12,583324;    4,830000;   12,583324;    3,094000;
3084;   12,587399;    4,813000;   12,587399;    3,088000;
3085;   12,591510;    4,795000;   12,591510;    3,081000;
3086;   12,595590;    4,776000;   12,595590;    3,078000;
3087;   12,599714;    4,757000;   12,599714;    3,061000;
3088;   12,603790;    4,737000;   12,603790;    3,033000;
3089;   12,607897;    4,715000;   12,607897;    2,994000;
3090;   12,612031;    4,694000;   12,612031;    2,956000;
3091;   12,616091;    4,671000;   12,616091;    2,919000;
3092;   12,620191;    4,648000;   12,620191;    2,895000;
3093;   12,624273;    4,624000;   12,624273;    2,882000;
3094;   12,628373;    4,599000;   12,628373;    2,883000;
3095;   12,632459;    4,573000;   12,632459;    2,895000;
3096;   12,636555;    4,547000;   12,636555;    2,906000;
3097;   12,640710;    4,519000;   12,640710;    2,915000;
3098;   12,644742;    4,492000;   12,644742;    2,915000;
3099;   12,648848;    4,463000;   12,648848;    2,913000;
3100;   12,652952;    4,434000;   12,652952;    2,906000;
3101;   12,657052;    4,404000;   12,657052;    2,900000;
3102;   12,661140;    4,373000;   12,661140;    2,890000;
3103;   12,665245;    4,341000;   12,665245;    2,883000;
3104;   12,669322;    4,309000;   12,669322;    2,861000;
3105;   12,673429;    4,276000;   12,673429;    2,825000;
3106;   12,677503;    4,243000;   12,677503;    2,778000;
3107;   12,681610;    4,208000;   12,681610;    2,733000;
3108;   12,685716;    4,173000;   12,685716;    2,695000;
3109;   12,689816;    4,137000;   12,689816;    2,669000;
3110;   12,693895;    4,101000;   12,693895;    2,649000;
3111;   12,698032;    4,063000;   12,698032;    2,633000;
3112;   12,702088;    4,026000;   12,702088;    2,622000;
3113;   12,706191;    3,987000;   12,706191;    2,617000;
3114;   12,710294;    3,948000;   12,710294;    2,620000;
3115;   12,714375;    3,908000;   12,714375;    2,613000;
3116;   12,718483;    3,868000;   12,718483;    2,598000;
3117;   12,722580;    3,827000;   12,722580;    2,569000;
3118;   12,726659;    3,785000;   12,726659;    2,541000;
3119;   12,730770;    3,743000;   12,730770;    2,510000;
3120;   12,734868;    3,700000;   12,734868;    2,477000;
3121;   12,738945;    3,656000;   12,738945;    2,441000;
3122;   12,743059;    3,612000;   12,743059;    2,406000;
3123;   12,747149;    3,567000;   12,747149;    2,381000;
3124;   12,751243;    3,522000;   12,751243;    2,351000;
3125;   12,755346;    3,476000;   12,755346;    2,321000;
3126;   12,759425;    3,429000;   12,759425;    2,288000;
3127;   12,763563;    3,382000;   12,763563;    2,265000;
3128;   12,767634;    3,334000;   12,767634;    2,246000;
3129;   12,771714;    3,286000;   12,771714;    2,229000;
3130;   12,775814;    3,238000;   12,775814;    2,204000;
3131;   12,779929;    3,188000;   12,779929;    2,180000;
3132;   12,784032;    3,138000;   12,784032;    2,161000;
3133;   12,788085;    3,088000;   12,788085;    2,138000;
3134;   12,792190;    3,037000;   12,792190;    2,113000;
3135;   12,796295;    2,986000;   12,796295;    2,089000;
3136;   12,800400;    2,934000;   12,800400;    2,071000;
3137;   12,804476;    2,882000;   12,804476;    2,051000;
3138;   12,808584;    2,829000;   12,808584;    2,033000;
3139;   12,812689;    2,775000;   12,812689;    2,010000;
3140;   12,816790;    2,722000;   12,816790;    1,989000;
3141;   12,820866;    2,668000;   12,820866;    1,963000;
3142;   12,825031;    2,612000;   12,825031;    1,940000;
3143;   12,829061;    2,558000;   12,829061;    1,925000;
3144;   12,833169;    2,502000;   12,833169;    1,913000;
3145;   12,837244;    2,447000;   12,837244;    1,905000;
3146;   12,841347;    2,390000;   12,841347;    1,899000;
3147;   12,845453;    2,333000;   12,845453;    1,896000;
3148;   12,849533;    2,276000;   12,849533;    1,889000;
3149;   12,853631;    2,219000;   12,853631;    1,883000;
3150;   12,857760;    2,161000;   12,857760;    1,875000;
3151;   12,861813;    2,103000;   12,861813;    1,864000;
3152;   12,865922;    2,044000;   12,865922;    1,846000;
3153;   12,870029;    1,985000;   12,870029;    1,825000;
3154;   12,874114;    1,926000;   12,874114;    1,796000;
3155;   12,878214;    1,867000;   12,878214;    1,760000;
3156;   12,882296;    1,807000;   12,882296;    1,720000;
3157;   12,886398;    1,747000;   12,886398;    1,681000;
3158;   12,890505;    1,686000;   12,890505;    1,631000;
3159;   12,894582;    1,626000;   12,894582;    1,574000;
3160;   12,898688;    1,565000;   12,898688;    1,517000;
3161;   12,902795;    1,503000;   12,902795;    1,458000;
3162;   12,906869;    1,442000;   12,906869;    1,397000;
3163;   12,911029;    1,379000;   12,911029;    1,340000;
3164;   12,915079;    1,318000;   12,915079;    1,294000;
3165;   12,919190;    1,256000;   12,919190;    1,242000;
3166;   12,923266;    1,194000;   12,923266;    1,191000;
3167;   12,927371;    1,131000;   12,927371;    1,128000;
3168;   12,931475;    1,068000;   12,931475;    1,064000;
3169;   12,935560;    1,005000;   12,935560;    0,997000;
3170;   12,939659;    0,942000;   12,939659;    0,944000;
3171;   12,943759;    0,879000;   12,943759;    0,887000;
3172;   12,947848;    0,816000;   12,947848;    0,829000;
3173;   12,952029;    0,751000;   12,952029;    0,757000;
3174;   12,956075;    0,688000;   12,956075;    0,680000;
3175;   12,960136;    0,625000;   12,960136;    0,599000;
3176;   12,964266;    0,560000;   12,964266;    0,525000;
3177;   12,968372;    0,496000;   12,968372;    0,448000;
3178;   12,972448;    0,432000;   12,972448;    0,369000;
3179;   12,976551;    0,368000;   12,976551;    0,284000;
3180;   12,980634;    0,304000;   12,980634;    0,193000;
3181;   12,984735;    0,240000;   12,984735;    0,103000;
3182;   12,988837;    0,175000;   12,988837;    0,017000;
3183;   12,992945;    0,111000;   12,992945;   -0,068000;
3184;   12,997033;    0,047000;   12,997033;   -0,161000;
3185;   13,001140;   -0,018000;   13,001140;   -0,262000;
3186;   13,005213;   -0,082000;   13,005213;   -0,370000;
3187;   13,009318;   -0,146000;   13,009318;   -0,478000;
3188;   13,013398;   -0,210000;   13,013398;   -0,575000;
3189;   13,017505;   -0,275000;   13,017505;   -0,656000;
3190;   13,021607;   -0,339000;   13,021607;   -0,719000;
3191;   13,025708;   -0,403000;   13,025708;   -0,761000;
3192;   13,029792;   -0,467000;   13,029792;   -0,796000;
3193;   13,033896;   -0,531000;   13,033896;   -0,826000;
3194;   13,038029;   -0,596000;   13,038029;   -0,854000;
3195;   13,042085;   -0,659000;   13,042085;   -0,876000;
3196;   13,046188;   -0,723000;   13,046188;   -0,901000;
3197;   13,050268;   -0,786000;   13,050268;   -0,924000;
3198;   13,054386;   -0,850000;   13,054386;   -0,959000;
3199;   13,058485;   -0,914000;   13,058485;   -1,007000;
3200;   13,062554;   -0,976000;   13,062554;   -1,078000;
3201;   13,066660;   -1,039000;   13,066660;   -1,163000;
3202;   13,070762;   -1,102000;   13,070762;   -1,262000;
3203;   13,074843;   -1,165000;   13,074843;   -1,374000;
3204;   13,078970;   -1,228000;   13,078970;   -1,498000;
3205;   13,083070;   -1,290000;   13,083070;   -1,624000;
3206;   13,087141;   -1,352000;   13,087141;   -1,734000;
3207;   13,091254;   -1,414000;   13,091254;   -1,834000;
3208;   13,095352;   -1,475000;   13,095352;   -1,915000;
3209;   13,099425;   -1,536000;   13,099425;   -1,980000;
3210;   13,103503;   -1,597000;   13,103503;   -2,023000;
3211;   13,107613;   -1,658000;   13,107613;   -2,052000;
3212;   13,111707;   -1,719000;   13,111707;   -2,058000;
3213;   13,115818;   -1,779000;   13,115818;   -2,062000;
3214;   13,119893;   -1,839000;   13,119893;   -2,068000;
3215;   13,124029;   -1,899000;   13,124029;   -2,080000;
3216;   13,128086;   -1,958000;   13,128086;   -2,092000;
3217;   13,132191;   -2,017000;   13,132191;   -2,118000;
3218;   13,136291;   -2,076000;   13,136291;   -2,156000;
3219;   13,140367;   -2,134000;   13,140367;   -2,203000;
3220;   13,144473;   -2,192000;   13,144473;   -2,259000;
3221;   13,148577;   -2,250000;   13,148577;   -2,320000;
3222;   13,152662;   -2,307000;   13,152662;   -2,382000;
3223;   13,156785;   -2,364000;   13,156785;   -2,451000;
3224;   13,160861;   -2,421000;   13,160861;   -2,530000;
3225;   13,164941;   -2,476000;   13,164941;   -2,610000;
3226;   13,169058;   -2,532000;   13,169058;   -2,684000;
3227;   13,173135;   -2,587000;   13,173135;   -2,754000;
3228;   13,177237;   -2,642000;   13,177237;   -2,818000;
3229;   13,181343;   -2,697000;   13,181343;   -2,870000;
3230;   13,185428;   -2,751000;   13,185428;   -2,920000;
3231;   13,189524;   -2,804000;   13,189524;   -2,963000;
3232;   13,193632;   -2,857000;   13,193632;   -3,002000;
3233;   13,197737;   -2,910000;   13,197737;   -3,035000;
3234;   13,201811;   -2,962000;   13,201811;   -3,068000;
3235;   13,205914;   -3,014000;   13,205914;   -3,096000;
3236;   13,210024;   -3,065000;   13,210024;   -3,119000;
3237;   13,214110;   -3,115000;   13,214110;   -3,148000;
3238;   13,218218;   -3,166000;   13,218218;   -3,184000;
3239;   13,222291;   -3,215000;   13,222291;   -3,226000;
3240;   13,226393;   -3,264000;   13,226393;   -3,264000;
3241;   13,230471;   -3,312000;   13,230471;   -3,312000;
3242;   13,234581;   -3,360000;   13,234581;   -3,366000;
3243;   13,238684;   -3,408000;   13,238684;   -3,427000;
3244;   13,242761;   -3,454000;   13,242761;   -3,481000;
3245;   13,246866;   -3,501000;   13,246866;   -3,548000;
3246;   13,251028;   -3,547000;   13,251028;   -3,619000;
3247;   13,255072;   -3,591000;   13,255072;   -3,695000;
3248;   13,259159;   -3,636000;   13,259159;   -3,761000;
3249;   13,263265;   -3,680000;   13,263265;   -3,825000;
3250;   13,267363;   -3,723000;   13,267363;   -3,881000;
3251;   13,271449;   -3,766000;   13,271449;   -3,933000;
3252;   13,275528;   -3,807000;   13,275528;   -3,971000;
3253;   13,279646;   -3,849000;   13,279646;   -4,012000;
3254;   13,283740;   -3,890000;   13,283740;   -4,060000;
3255;   13,287835;   -3,930000;   13,287835;   -4,110000;
3256;   13,291918;   -3,969000;   13,291918;   -4,157000;
3257;   13,296027;   -4,008000;   13,296027;   -4,196000;
3258;   13,300109;   -4,046000;   13,300109;   -4,234000;
3259;   13,304209;   -4,084000;   13,304209;   -4,269000;
3260;   13,308317;   -4,120000;   13,308317;   -4,304000;
3261;   13,312398;   -4,156000;   13,312398;   -4,330000;
3262;   13,316498;   -4,192000;   13,316498;   -4,354000;
3263;   13,320599;   -4,227000;   13,320599;   -4,383000;
3264;   13,324682;   -4,261000;   13,324682;   -4,424000;
3265;   13,328789;   -4,294000;   13,328789;   -4,471000;
3266;   13,332888;   -4,327000;   13,332888;   -4,517000;
3267;   13,337024;   -4,359000;   13,337024;   -4,561000;
3268;   13,341082;   -4,390000;   13,341082;   -4,606000;
3269;   13,345158;   -4,420000;   13,345158;   -4,653000;
3270;   13,349264;   -4,450000;   13,349264;   -4,701000;
3271;   13,353338;   -4,479000;   13,353338;   -4,745000;
3272;   13,357491;   -4,507000;   13,357491;   -4,781000;
3273;   13,361548;   -4,534000;   13,361548;   -4,805000;
3274;   13,365658;   -4,561000;   13,365658;   -4,832000;
3275;   13,369754;   -4,587000;   13,369754;   -4,864000;
3276;   13,373836;   -4,612000;   13,373836;   -4,900000;
3277;   13,377941;   -4,637000;   13,377941;   -4,934000;
3278;   13,382028;   -4,661000;   13,382028;   -4,966000;
3279;   13,386105;   -4,683000;   13,386105;   -4,992000;
3280;   13,390208;   -4,706000;   13,390208;   -5,012000;
3281;   13,394312;   -4,727000;   13,394312;   -5,033000;
3282;   13,398421;   -4,748000;   13,398421;   -5,054000;
3283;   13,402504;   -4,767000;   13,402504;   -5,076000;
3284;   13,406602;   -4,786000;   13,406602;   -5,092000;
3285;   13,410709;   -4,805000;   13,410709;   -5,104000;
3286;   13,414782;   -4,822000;   13,414782;   -5,108000;
3287;   13,418891;   -4,839000;   13,418891;   -5,111000;
3288;   13,423022;   -4,855000;   13,423022;   -5,109000;
3289;   13,427095;   -4,869000;   13,427095;   -5,106000;
3290;   13,431158;   -4,884000;   13,431158;   -5,117000;
3291;   13,435264;   -4,897000;   13,435264;   -5,144000;
3292;   13,439364;   -4,910000;   13,439364;   -5,183000;
3293;   13,443442;   -4,921000;   13,443442;   -5,225000;
3294;   13,447546;   -4,932000;   13,447546;   -5,269000;
3295;   13,451654;   -4,942000;   13,451654;   -5,308000;
3296;   13,455745;   -4,952000;   13,455745;   -5,343000;
3297;   13,459840;   -4,960000;   13,459840;   -5,369000;
3298;   13,463915;   -4,968000;   13,463915;   -5,389000;
3299;   13,468024;   -4,975000;   13,468024;   -5,399000;
3300;   13,472103;   -4,981000;   13,472103;   -5,400000;
3301;   13,476208;   -4,986000;   13,476208;   -5,389000;
3302;   13,480312;   -4,990000;   13,480312;   -5,368000;
3303;   13,484391;   -4,994000;   13,484391;   -5,342000;
3304;   13,488498;   -4,997000;   13,488498;   -5,317000;
3305;   13,492574;   -4,999000;   13,492574;   -5,299000;
3306;   13,496684;   -5,000000;   13,496684;   -5,290000;
3307;   13,500781;   -5,000000;   13,500781;   -5,293000;
3308;   13,504858;   -4,999000;   13,504858;   -5,305000;
3309;   13,506862;   -4,999000;   13,506862;   -5,322000;
3310;   13,509860;   -4,998000;   13,509860;   -5,339000;
3311;   13,513052;   -4,996000;   13,513052;   -5,352000;
3312;   13,517158;   -4,993000;   13,517158;   -5,358000;
3313;   13,521260;   -4,989000;   13,521260;   -5,361000;
3314;   13,525337;   -4,984000;   13,525337;   -5,358000;
3315;   13,529449;   -4,979000;   13,529449;   -5,355000;
3316;   13,533521;   -4,972000;   13,533521;   -5,351000;
3317;   13,537628;   -4,965000;   13,537628;   -5,345000;
3318;   13,541727;   -4,957000;   13,541727;   -5,338000;
3319;   13,545831;   -4,948000;   13,545831;   -5,330000;
3320;   13,549910;   -4,939000;   13,549910;   -5,322000;
3321;   13,554022;   -4,928000;   13,554022;   -5,315000;
3322;   13,558121;   -4,917000;   13,558121;   -5,314000;
3323;   13,562206;   -4,905000;   13,562206;   -5,318000;
3324;   13,566311;   -4,892000;   13,566311;   -5,328000;
3325;   13,570392;   -4,878000;   13,570392;   -5,340000;
3326;   13,574492;   -4,864000;   13,574492;   -5,351000;
3327;   13,578595;   -4,848000;   13,578595;   -5,358000;
3328;   13,582676;   -4,832000;   13,582676;   -5,358000;
3329;   13,586781;   -4,815000;   13,586781;   -5,353000;
3330;   13,590884;   -4,798000;   13,590884;   -5,343000;
3331;   13,595021;   -4,779000;   13,595021;   -5,333000;
3332;   13,599078;   -4,760000;   13,599078;   -5,313000;
3333;   13,603155;   -4,740000;   13,603155;   -5,281000;
3334;   13,607285;   -4,719000;   13,607285;   -5,242000;
3335;   13,611361;   -4,697000;   13,611361;   -5,204000;
3336;   13,615447;   -4,675000;   13,615447;   -5,170000;
3337;   13,619596;   -4,651000;   13,619596;   -5,145000;
3338;   13,623655;   -4,627000;   13,623655;   -5,130000;
3339;   13,627727;   -4,603000;   13,627727;   -5,127000;
3340;   13,631836;   -4,577000;   13,631836;   -5,137000;
3341;   13,635934;   -4,551000;   13,635934;   -5,157000;
3342;   13,640023;   -4,524000;   13,640023;   -5,176000;
3343;   13,644101;   -4,496000;   13,644101;   -5,187000;
3344;   13,648209;   -4,468000;   13,648209;   -5,189000;
3345;   13,652329;   -4,438000;   13,652329;   -5,184000;
3346;   13,656414;   -4,408000;   13,656414;   -5,170000;
3347;   13,660494;   -4,378000;   13,660494;   -5,149000;
3348;   13,664598;   -4,346000;   13,664598;   -5,127000;
3349;   13,668701;   -4,314000;   13,668701;   -5,094000;
3350;   13,672778;   -4,281000;   13,672778;   -5,048000;
3351;   13,676881;   -4,248000;   13,676881;   -4,995000;
3352;   13,681018;   -4,213000;   13,681018;   -4,947000;
3353;   13,685081;   -4,178000;   13,685081;   -4,904000;
3354;   13,689178;   -4,143000;   13,689178;   -4,875000;
3355;   13,693255;   -4,106000;   13,693255;   -4,849000;
3356;   13,697361;   -4,069000;   13,697361;   -4,828000;
3357;   13,701446;   -4,032000;   13,701446;   -4,810000;
3358;   13,705570;   -3,993000;   13,705570;   -4,802000;
3359;   13,709651;   -3,954000;   13,709651;   -4,798000;
3360;   13,713757;   -3,914000;   13,713757;   -4,791000;
3361;   13,717856;   -3,874000;   13,717856;   -4,774000;
3362;   13,721936;   -3,833000;   13,721936;   -4,745000;
3363;   13,726019;   -3,792000;   13,726019;   -4,716000;
3364;   13,730128;   -3,749000;   13,730128;   -4,681000;
3365;   13,734231;   -3,706000;   13,734231;   -4,640000;
3366;   13,738333;   -3,663000;   13,738333;   -4,590000;
3367;   13,742411;   -3,619000;   13,742411;   -4,540000;
3368;   13,746520;   -3,574000;   13,746520;   -4,493000;
3369;   13,750600;   -3,529000;   13,750600;   -4,458000;
3370;   13,754714;   -3,483000;   13,754714;   -4,417000;
3371;   13,758802;   -3,436000;   13,758802;   -4,375000;
3372;   13,762908;   -3,389000;   13,762908;   -4,330000;
3373;   13,767020;   -3,342000;   13,767020;   -4,292000;
3374;   13,771102;   -3,294000;   13,771102;   -4,248000;
3375;   13,775176;   -3,245000;   13,775176;   -4,206000;
3376;   13,779267;   -3,196000;   13,779267;   -4,162000;
3377;   13,783392;   -3,146000;   13,783392;   -4,126000;
3378;   13,787463;   -3,096000;   13,787463;   -4,084000;
3379;   13,791571;   -3,045000;   13,791571;   -4,036000;
3380;   13,795646;   -2,994000;   13,795646;   -3,984000;
3381;   13,799753;   -2,942000;   13,799753;   -3,936000;
3382;   13,803858;   -2,890000;   13,803858;   -3,880000;
3383;   13,808019;   -2,836000;   13,808019;   -3,815000;
3384;   13,812047;   -2,784000;   13,812047;   -3,746000;
3385;   13,816155;   -2,730000;   13,816155;   -3,667000;
3386;   13,820229;   -2,676000;   13,820229;   -3,580000;
3387;   13,824333;   -2,621000;   13,824333;   -3,491000;
3388;   13,828437;   -2,566000;   13,828437;   -3,412000;
3389;   13,832520;   -2,511000;   13,832520;   -3,335000;
3390;   13,836624;   -2,455000;   13,836624;   -3,271000;
3391;   13,840700;   -2,399000;   13,840700;   -3,215000;
3392;   13,844802;   -2,342000;   13,844802;   -3,182000;
3393;   13,848906;   -2,285000;   13,848906;   -3,150000;
3394;   13,853017;   -2,228000;   13,853017;   -3,124000;
3395;   13,857118;   -2,170000;   13,857118;   -3,099000;
3396;   13,861204;   -2,112000;   13,861204;   -3,078000;
3397;   13,865283;   -2,054000;   13,865283;   -3,052000;
3398;   13,869406;   -1,994000;   13,869406;   -3,028000;
3399;   13,873495;   -1,935000;   13,873495;   -2,986000;
3400;   13,877567;   -1,876000;   13,877567;   -2,924000;
3401;   13,881685;   -1,816000;   13,881685;   -2,849000;
3402;   13,885777;   -1,756000;   13,885777;   -2,768000;
3403;   13,889879;   -1,695000;   13,889879;   -2,684000;
3404;   13,894016;   -1,634000;   13,894016;   -2,602000;
3405;   13,898049;   -1,574000;   13,898049;   -2,532000;
3406;   13,902156;   -1,513000;   13,902156;   -2,469000;
3407;   13,906254;   -1,451000;   13,906254;   -2,421000;
3408;   13,910358;   -1,390000;   13,910358;   -2,384000;
3409;   13,914436;   -1,328000;   13,914436;   -2,350000;
3410;   13,918542;   -1,266000;   13,918542;   -2,309000;
3411;   13,922618;   -1,204000;   13,922618;   -2,270000;
3412;   13,926727;   -1,141000;   13,926727;   -2,227000;
3413;   13,930805;   -1,078000;   13,930805;   -2,182000;
3414;   13,934985;   -1,014000;   13,934985;   -2,140000;
3415;   13,939061;   -0,951000;   13,939061;   -2,096000;
3416;   13,943168;   -0,888000;   13,943168;   -2,049000;
3417;   13,947226;   -0,825000;   13,947226;   -2,004000;
3418;   13,951314;   -0,762000;   13,951314;   -1,947000;
3419;   13,955435;   -0,698000;   13,955435;   -1,877000;
3420;   13,959489;   -0,635000;   13,959489;   -1,802000;
3421;   13,963595;   -0,571000;   13,963595;   -1,726000;
3422;   13,967672;   -0,507000;   13,967672;   -1,651000;
3423;   13,971783;   -0,443000;   13,971783;   -1,585000;
3424;   13,975882;   -0,378000;   13,975882;   -1,520000;
3425;   13,980016;   -0,314000;   13,980016;   -1,454000;
3426;   13,984075;   -0,250000;   13,984075;   -1,392000;
3427;   13,988180;   -0,186000;   13,988180;   -1,331000;
3428;   13,992253;   -0,122000;   13,992253;   -1,272000;
3429;   13,996362;   -0,057000;   13,996362;   -1,222000;
3430;   14,000440;    0,007000;   14,000440;   -1,174000;
3431;   14,004543;    0,071000;   14,004543;   -1,122000;
3432;   14,008643;    0,136000;   14,008643;   -1,071000;
3433;   14,012722;    0,200000;   14,012722;   -1,026000;
3434;   14,016830;    0,264000;   14,016830;   -0,987000;
3435;   14,020933;    0,329000;   14,020933;   -0,959000;
3436;   14,025014;    0,393000;   14,025014;   -0,928000;
3437;   14,029137;    0,457000;   14,029137;   -0,893000;
3438;   14,033235;    0,521000;   14,033235;   -0,855000;
3439;   14,037307;    0,585000;   14,037307;   -0,809000;
3440;   14,041413;    0,649000;   14,041413;   -0,751000;
3441;   14,045487;    0,712000;   14,045487;   -0,685000;
3442;   14,049593;    0,776000;   14,049593;   -0,610000;
3443;   14,053693;    0,839000;   14,053693;   -0,521000;
3444;   14,057827;    0,903000;   14,057827;   -0,430000;
3445;   14,061877;    0,966000;   14,061877;   -0,327000;
3446;   14,066017;    1,030000;   14,066017;   -0,214000;
3447;   14,070070;    1,092000;   14,070070;   -0,099000;
3448;   14,074175;    1,155000;   14,074175;    0,015000;
3449;   14,078279;    1,217000;   14,078279;    0,130000;
3450;   14,082358;    1,279000;   14,082358;    0,236000;
3451;   14,086463;    1,342000;   14,086463;    0,328000;
3452;   14,090568;    1,404000;   14,090568;    0,402000;
3453;   14,094671;    1,465000;   14,094671;    0,469000;
3454;   14,098752;    1,526000;   14,098752;    0,533000;
3455;   14,102850;    1,588000;   14,102850;    0,599000;
3456;   14,107016;    1,650000;   14,107016;    0,661000;
3457;   14,111044;    1,709000;   14,111044;    0,719000;
3458;   14,115150;    1,770000;   14,115150;    0,775000;
3459;   14,119272;    1,830000;   14,119272;    0,834000;
3460;   14,123330;    1,889000;   14,123330;    0,894000;
